row_id,model_a,model_b,human_pref,judge_pref,scores_a,scores_b,meta_lang
sample-0549,gemini-1.5-pro-api-0514,phi-3-mini-4k-instruct-june-2024,0.0,0.0,"{'adherence': 9.5, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 9.0, 'clarity': 9.5, 'fluency': 9.0}","{'adherence': 9.5, 'helpfulness': 8.0, 'factuality': 8.0, 'completeness': 8.0, 'clarity': 7.5, 'fluency': 8.0}",en
sample-0550,claude-3-haiku-20240307,gemma-2-2b-it,1.0,1.0,"{'adherence': 7.0, 'helpfulness': 6.0, 'factuality': 9.0, 'completeness': 5.5, 'clarity': 8.0, 'fluency': 8.0}","{'adherence': 8.0, 'helpfulness': 8.0, 'factuality': 9.0, 'completeness': 8.0, 'clarity': 9.0, 'fluency': 9.0}",scots
sample-0551,claude-3-haiku-20240307,gpt-4o-2024-05-13,0.5,1.0,"{'adherence': 9.0, 'helpfulness': 8.5, 'factuality': 8.5, 'completeness': 7.5, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 10.0, 'helpfulness': 10.0, 'factuality': 9.5, 'completeness': 10.0, 'clarity': 9.5, 'fluency': 9.5}",en
sample-0552,phi-3-small-8k-instruct,gemma-2-9b-it,0.5,1.0,"{'adherence': 7.5, 'helpfulness': 4.5, 'factuality': 2.5, 'completeness': 6.5, 'clarity': 7.0, 'fluency': 8.0}","{'adherence': 7.0, 'helpfulness': 6.0, 'factuality': 5.5, 'completeness': 7.0, 'clarity': 8.0, 'fluency': 8.0}",en
sample-0553,gpt-3.5-turbo-0125,llama-3-70b-instruct,1.0,1.0,"{'adherence': 9.0, 'helpfulness': 6.0, 'factuality': 4.0, 'completeness': 7.0, 'clarity': 7.0, 'fluency': 8.0}","{'adherence': 9.5, 'helpfulness': 9.5, 'factuality': 9.5, 'completeness': 9.5, 'clarity': 9.5, 'fluency': 9.0}",en
sample-0554,gemma-2-9b-it,claude-3-haiku-20240307,0.5,0.5,"{'adherence': 6.0, 'helpfulness': 8.0, 'factuality': 9.0, 'completeness': 7.0, 'clarity': 8.0, 'fluency': 8.0}","{'adherence': 8.0, 'helpfulness': 4.0, 'factuality': 9.0, 'completeness': 6.0, 'clarity': 7.0, 'fluency': 7.0}",en
sample-0555,phi-3-small-8k-instruct,gemma-2-27b-it,1.0,1.0,"{'adherence': 9.5, 'helpfulness': 6.5, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 8.5, 'fluency': 7.5}","{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 10.0, 'fluency': 9.5}",en
sample-0556,gpt-3.5-turbo-0125,gemma-2-27b-it,1.0,1.0,"{'adherence': 7.0, 'helpfulness': 5.0, 'factuality': 7.0, 'completeness': 5.5, 'clarity': 7.0, 'fluency': 7.0}","{'adherence': 7.0, 'helpfulness': 5.5, 'factuality': 7.0, 'completeness': 6.5, 'clarity': 8.0, 'fluency': 8.0}",en
sample-0557,gpt-3.5-turbo-0125,claude-3-opus-20240229,1.0,1.0,"{'adherence': 6.0, 'helpfulness': 6.0, 'factuality': 8.5, 'completeness': 7.0, 'clarity': 7.0, 'fluency': 7.5}","{'adherence': 8.5, 'helpfulness': 8.5, 'factuality': 8.5, 'completeness': 8.5, 'clarity': 8.5, 'fluency': 8.5}",de
sample-0558,gemma-2-2b-it,gemini-1.5-pro-api-0514,0.5,1.0,"{'adherence': 7.5, 'helpfulness': 4.5, 'factuality': 2.0, 'completeness': 6.0, 'clarity': 5.0, 'fluency': 6.5}","{'adherence': 8.5, 'helpfulness': 7.5, 'factuality': 5.5, 'completeness': 8.5, 'clarity': 7.5, 'fluency': 8.0}",pl
sample-0559,gpt-3.5-turbo-0125,gemma-2-9b-it,1.0,0.0,"{'adherence': 8.0, 'helpfulness': 6.0, 'factuality': 5.5, 'completeness': 6.0, 'clarity': 8.0, 'fluency': 8.0}","{'adherence': 8.0, 'helpfulness': 5.0, 'factuality': 2.5, 'completeness': 7.0, 'clarity': 8.5, 'fluency': 8.0}",ko
sample-0560,gemini-1.5-pro-api-0514,phi-3-small-8k-instruct,0.0,0.0,"{'adherence': 9.0, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 8.5, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 8.5, 'helpfulness': 6.0, 'factuality': 4.0, 'completeness': 6.5, 'clarity': 8.0, 'fluency': 8.0}",en
sample-0561,gemma-2-2b-it,claude-3-opus-20240229,0.5,1.0,"{'adherence': 5.0, 'helpfulness': 4.5, 'factuality': 6.0, 'completeness': 5.0, 'clarity': 7.0, 'fluency': 7.5}","{'adherence': 7.5, 'helpfulness': 7.0, 'factuality': 4.5, 'completeness': 7.0, 'clarity': 8.0, 'fluency': 8.0}",en
sample-0562,gemma-2-9b-it,phi-3-small-8k-instruct,0.0,1.0,"{'adherence': 7.5, 'helpfulness': 6.0, 'factuality': 5.0, 'completeness': 7.5, 'clarity': 7.5, 'fluency': 8.0}","{'adherence': 8.5, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 9.0, 'clarity': 8.5, 'fluency': 8.5}",ru
sample-0563,gemma-2-27b-it,gpt-3.5-turbo-0125,0.0,0.0,"{'adherence': 8.0, 'helpfulness': 7.0, 'factuality': 7.0, 'completeness': 7.0, 'clarity': 9.0, 'fluency': 8.5}","{'adherence': 7.5, 'helpfulness': 5.5, 'factuality': 7.0, 'completeness': 5.5, 'clarity': 8.0, 'fluency': 8.5}",en
sample-0564,gpt-4o-2024-05-13,phi-3-small-8k-instruct,0.0,0.0,"{'adherence': 9.5, 'helpfulness': 9.0, 'factuality': 9.5, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 8.5, 'helpfulness': 6.0, 'factuality': 9.0, 'completeness': 5.5, 'clarity': 9.0, 'fluency': 8.5}",en
sample-0565,gemma-2-9b-it,phi-3-small-8k-instruct,0.5,0.0,"{'adherence': 8.5, 'helpfulness': 8.5, 'factuality': 6.5, 'completeness': 7.0, 'clarity': 8.5, 'fluency': 8.5}","{'adherence': 7.5, 'helpfulness': 7.0, 'factuality': 6.0, 'completeness': 7.5, 'clarity': 8.0, 'fluency': 8.0}",en
sample-0566,mixtral-8x7b-instruct-v0.1,gemini-1.5-pro-api-0514,1.0,1.0,"{'adherence': 3.0, 'helpfulness': 3.0, 'factuality': 5.0, 'completeness': 5.0, 'clarity': 2.0, 'fluency': 1.0}","{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 10.0, 'completeness': 9.0, 'clarity': 10.0, 'fluency': 10.0}",zh
sample-0567,phi-3-mini-4k-instruct-june-2024,claude-3-opus-20240229,0.5,1.0,"{'adherence': 1.0, 'helpfulness': 5.5, 'factuality': 5.5, 'completeness': 5.5, 'clarity': 5.5, 'fluency': 5.5}","{'adherence': 5.5, 'helpfulness': 10.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 10.0, 'fluency': 10.0}",vi
sample-0568,mixtral-8x7b-instruct-v0.1,gemma-2-2b-it,0.5,0.5,"{'adherence': 7.0, 'helpfulness': 6.0, 'factuality': 4.0, 'completeness': 7.0, 'clarity': 8.0, 'fluency': 8.0}","{'adherence': 3.0, 'helpfulness': 2.0, 'factuality': 2.0, 'completeness': 2.0, 'clarity': 2.0, 'fluency': 3.0}",en
sample-0569,gemini-1.5-pro-api-0514,gpt-3.5-turbo-0125,0.0,0.0,"{'adherence': 9.0, 'helpfulness': 8.0, 'factuality': 7.0, 'completeness': 8.5, 'clarity': 8.5, 'fluency': 8.5}","{'adherence': 9.0, 'helpfulness': 3.5, 'factuality': 2.0, 'completeness': 6.0, 'clarity': 8.5, 'fluency': 8.5}",en
sample-0570,llama-3-8b-instruct,phi-3-mini-4k-instruct-june-2024,1.0,0.5,"{'adherence': 9.0, 'helpfulness': 9.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 6.0, 'helpfulness': 8.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 8.0, 'fluency': 8.0}",en
sample-0571,gemma-2-27b-it,phi-3-small-8k-instruct,1.0,0.0,"{'adherence': 8.0, 'helpfulness': 7.0, 'factuality': 6.5, 'completeness': 7.0, 'clarity': 7.5, 'fluency': 8.0}","{'adherence': 2.0, 'helpfulness': 2.0, 'factuality': 1.5, 'completeness': 3.0, 'clarity': 4.5, 'fluency': 5.5}",ru
sample-0572,phi-3-small-8k-instruct,claude-3-5-sonnet-20240620,1.0,1.0,"{'adherence': 7.0, 'helpfulness': 6.5, 'factuality': 4.0, 'completeness': 7.5, 'clarity': 7.5, 'fluency': 7.5}","{'adherence': 8.0, 'helpfulness': 7.5, 'factuality': 6.0, 'completeness': 9.0, 'clarity': 8.0, 'fluency': 8.0}",en
sample-0573,phi-3-small-8k-instruct,claude-3-opus-20240229,1.0,1.0,"{'adherence': 7.0, 'helpfulness': 6.0, 'factuality': 6.5, 'completeness': 7.0, 'clarity': 7.5, 'fluency': 7.5}","{'adherence': 9.0, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}",en
sample-0574,claude-3-haiku-20240307,phi-3-mini-4k-instruct-june-2024,0.0,0.0,"{'adherence': 8.0, 'helpfulness': 7.5, 'factuality': 6.5, 'completeness': 7.5, 'clarity': 7.5, 'fluency': 8.0}","{'adherence': 8.0, 'helpfulness': 6.5, 'factuality': 6.5, 'completeness': 5.0, 'clarity': 7.5, 'fluency': 8.0}",en
sample-0575,mixtral-8x7b-instruct-v0.1,gemma-2-9b-it,1.0,1.0,"{'adherence': 1.0, 'helpfulness': 1.5, 'factuality': 8.5, 'completeness': 3.5, 'clarity': 5.0, 'fluency': 5.0}","{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 10.0, 'completeness': 9.0, 'clarity': 9.5, 'fluency': 9.5}",ru
sample-0576,mixtral-8x7b-instruct-v0.1,gpt-4o-2024-05-13,1.0,1.0,"{'adherence': 7.0, 'helpfulness': 3.0, 'factuality': 2.5, 'completeness': 5.0, 'clarity': 7.0, 'fluency': 7.5}","{'adherence': 8.0, 'helpfulness': 8.0, 'factuality': 7.5, 'completeness': 8.0, 'clarity': 8.0, 'fluency': 8.0}",en
sample-0577,gpt-3.5-turbo-0125,claude-3-opus-20240229,1.0,1.0,"{'adherence': 10.0, 'helpfulness': 3.0, 'factuality': 1.0, 'completeness': 6.0, 'clarity': 10.0, 'fluency': 10.0}","{'adherence': 10.0, 'helpfulness': 10.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 10.0, 'fluency': 10.0}",ja
sample-0578,gemma-2-2b-it,gemini-1.5-pro-api-0514,0.5,0.5,"{'adherence': 10.0, 'helpfulness': 10.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 10.0, 'fluency': 10.0}","{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 10.0, 'completeness': 9.0, 'clarity': 10.0, 'fluency': 10.0}",en
sample-0579,phi-3-small-8k-instruct,gpt-3.5-turbo-0125,1.0,1.0,"{'adherence': 2.5, 'helpfulness': 3.0, 'factuality': 6.5, 'completeness': 3.0, 'clarity': 7.5, 'fluency': 7.5}","{'adherence': 5.0, 'helpfulness': 5.0, 'factuality': 8.0, 'completeness': 4.5, 'clarity': 7.0, 'fluency': 8.0}",en
sample-0580,claude-3-haiku-20240307,gemma-2-2b-it,0.5,1.0,"{'adherence': 8.0, 'helpfulness': 4.0, 'factuality': 2.0, 'completeness': 6.5, 'clarity': 8.5, 'fluency': 8.5}","{'adherence': 8.0, 'helpfulness': 4.0, 'factuality': 2.0, 'completeness': 5.5, 'clarity': 8.0, 'fluency': 8.0}",en
sample-0581,claude-3-5-sonnet-20240620,llama-3-8b-instruct,0.5,0.0,"{'adherence': 8.5, 'helpfulness': 8.0, 'factuality': 8.0, 'completeness': 8.5, 'clarity': 8.5, 'fluency': 8.5}","{'adherence': 8.5, 'helpfulness': 7.0, 'factuality': 5.5, 'completeness': 8.0, 'clarity': 8.0, 'fluency': 8.0}",en
sample-0582,llama-3-70b-instruct,phi-3-small-8k-instruct,0.5,0.0,"{'adherence': 4.0, 'helpfulness': 5.0, 'factuality': 3.0, 'completeness': 4.5, 'clarity': 8.0, 'fluency': 8.0}","{'adherence': 1.0, 'helpfulness': 1.0, 'factuality': 1.0, 'completeness': 1.0, 'clarity': 1.5, 'fluency': 2.0}",hu
sample-0583,gpt-3.5-turbo-0125,claude-3-5-sonnet-20240620,1.0,1.0,"{'adherence': 9.0, 'helpfulness': 8.0, 'factuality': 10.0, 'completeness': 7.5, 'clarity': 8.5, 'fluency': 9.0}","{'adherence': 9.0, 'helpfulness': 9.0, 'factuality': 10.0, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}",ru
sample-0584,gemma-2-9b-it,mixtral-8x7b-instruct-v0.1,0.0,0.0,"{'adherence': 9.5, 'helpfulness': 9.0, 'factuality': 10.0, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 9.5, 'helpfulness': 7.0, 'factuality': 10.0, 'completeness': 7.0, 'clarity': 8.5, 'fluency': 8.5}",en
sample-0585,mixtral-8x7b-instruct-v0.1,gemma-2-9b-it,1.0,0.5,"{'adherence': 6.0, 'helpfulness': 6.0, 'factuality': 8.0, 'completeness': 6.0, 'clarity': 7.0, 'fluency': 8.0}","{'adherence': 9.0, 'helpfulness': 9.0, 'factuality': 8.0, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}",ru
sample-0586,mixtral-8x7b-instruct-v0.1,llama-3-8b-instruct,0.0,0.0,"{'adherence': 8.0, 'helpfulness': 1.0, 'factuality': 1.0, 'completeness': 6.5, 'clarity': 8.0, 'fluency': 8.0}","{'adherence': 6.0, 'helpfulness': 1.0, 'factuality': 1.0, 'completeness': 6.5, 'clarity': 7.5, 'fluency': 7.5}",ja
sample-0587,gpt-3.5-turbo-0125,claude-3-opus-20240229,0.5,0.5,"{'adherence': 10.0, 'helpfulness': 10.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 10.0, 'fluency': 10.0}","{'adherence': 10.0, 'helpfulness': 10.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 10.0, 'fluency': 10.0}",zh
sample-0588,claude-3-5-sonnet-20240620,phi-3-small-8k-instruct,0.5,1.0,"{'adherence': 8.0, 'helpfulness': 8.5, 'factuality': 9.5, 'completeness': 8.0, 'clarity': 8.5, 'fluency': 8.5}","{'adherence': 9.0, 'helpfulness': 8.5, 'factuality': 9.5, 'completeness': 9.5, 'clarity': 9.0, 'fluency': 9.0}",en
sample-0589,phi-3-small-8k-instruct,llama-3-70b-instruct,1.0,1.0,"{'adherence': 6.0, 'helpfulness': 5.0, 'factuality': 7.5, 'completeness': 4.0, 'clarity': 8.0, 'fluency': 8.0}","{'adherence': 8.0, 'helpfulness': 8.0, 'factuality': 9.0, 'completeness': 8.0, 'clarity': 9.0, 'fluency': 9.0}",en
sample-0590,phi-3-small-8k-instruct,llama-3-70b-instruct,1.0,1.0,"{'adherence': 4.0, 'helpfulness': 2.5, 'factuality': 1.5, 'completeness': 3.5, 'clarity': 6.5, 'fluency': 7.0}","{'adherence': 9.5, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 8.5, 'clarity': 9.0, 'fluency': 9.0}",ru
sample-0591,gemma-2-27b-it,mixtral-8x7b-instruct-v0.1,0.0,0.0,"{'adherence': 10.0, 'helpfulness': 10.0, 'factuality': 9.5, 'completeness': 10.0, 'clarity': 9.5, 'fluency': 9.5}","{'adherence': 2.5, 'helpfulness': 1.5, 'factuality': 9.0, 'completeness': 1.0, 'clarity': 7.5, 'fluency': 7.5}",en
sample-0592,gemma-2-9b-it,llama-3-8b-instruct,0.5,0.0,"{'adherence': 7.0, 'helpfulness': 3.5, 'factuality': 1.5, 'completeness': 7.0, 'clarity': 8.0, 'fluency': 8.0}","{'adherence': 7.0, 'helpfulness': 3.0, 'factuality': 1.5, 'completeness': 6.5, 'clarity': 6.5, 'fluency': 7.0}",pt
sample-0593,mixtral-8x7b-instruct-v0.1,llama-3-70b-instruct,1.0,1.0,"{'adherence': 4.5, 'helpfulness': 4.0, 'factuality': 7.0, 'completeness': 4.5, 'clarity': 7.5, 'fluency': 8.0}","{'adherence': 8.0, 'helpfulness': 7.5, 'factuality': 6.0, 'completeness': 7.5, 'clarity': 8.0, 'fluency': 8.0}",en
sample-0594,claude-3-5-sonnet-20240620,gpt-3.5-turbo-0125,0.0,0.5,"{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 9.0, 'fluency': 9.0}",ko
sample-0595,mixtral-8x7b-instruct-v0.1,gemma-2-27b-it,0.0,1.0,"{'adherence': 7.0, 'helpfulness': 5.5, 'factuality': 8.0, 'completeness': 5.5, 'clarity': 7.5, 'fluency': 7.5}","{'adherence': 8.5, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}",en
sample-0596,phi-3-small-8k-instruct,mixtral-8x7b-instruct-v0.1,1.0,0.5,"{'adherence': 7.0, 'helpfulness': 7.0, 'factuality': 7.0, 'completeness': 8.0, 'clarity': 8.0, 'fluency': 7.0}","{'adherence': 6.0, 'helpfulness': 6.0, 'factuality': 7.0, 'completeness': 7.0, 'clarity': 7.0, 'fluency': 7.0}",ru
sample-0597,phi-3-small-8k-instruct,claude-3-5-sonnet-20240620,1.0,1.0,"{'adherence': 8.0, 'helpfulness': 4.0, 'factuality': 3.0, 'completeness': 7.0, 'clarity': 7.5, 'fluency': 7.5}","{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 10.0, 'clarity': 9.0, 'fluency': 9.0}",ru
sample-0598,gpt-3.5-turbo-0125,gemini-1.5-pro-api-0514,0.5,0.5,"{'adherence': 9.0, 'helpfulness': 9.0, 'factuality': 10.0, 'completeness': 9.5, 'clarity': 8.5, 'fluency': 9.0}","{'adherence': 8.5, 'helpfulness': 8.5, 'factuality': 10.0, 'completeness': 9.5, 'clarity': 9.0, 'fluency': 9.0}",ja
sample-0599,mixtral-8x7b-instruct-v0.1,claude-3-opus-20240229,1.0,1.0,"{'adherence': 4.0, 'helpfulness': 2.5, 'factuality': 1.5, 'completeness': 6.5, 'clarity': 7.5, 'fluency': 8.0}","{'adherence': 10.0, 'helpfulness': 10.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 9.5, 'fluency': 9.5}",de
sample-0600,gpt-3.5-turbo-0125,phi-3-small-8k-instruct,1.0,0.5,"{'adherence': 10.0, 'helpfulness': 8.0, 'factuality': 8.0, 'completeness': 9.0, 'clarity': 8.0, 'fluency': 8.0}","{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 10.0, 'clarity': 9.0, 'fluency': 9.0}",en
sample-0601,phi-3-mini-4k-instruct-june-2024,gemini-1.5-pro-api-0514,0.5,0.5,"{'adherence': 3.0, 'helpfulness': 3.0, 'factuality': 7.0, 'completeness': 2.0, 'clarity': 5.0, 'fluency': 5.0}","{'adherence': 5.0, 'helpfulness': 6.0, 'factuality': 7.0, 'completeness': 4.0, 'clarity': 8.0, 'fluency': 8.0}",ja
sample-0602,gemini-1.5-pro-api-0514,claude-3-haiku-20240307,0.0,0.0,"{'adherence': 9.0, 'helpfulness': 8.5, 'factuality': 9.0, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 9.0, 'helpfulness': 8.0, 'factuality': 9.0, 'completeness': 8.0, 'clarity': 8.0, 'fluency': 8.0}",en
sample-0603,gpt-3.5-turbo-0125,gemma-2-27b-it,0.5,0.5,"{'adherence': 5.0, 'helpfulness': 6.0, 'factuality': 10.0, 'completeness': 6.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 10.0, 'helpfulness': 10.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 10.0, 'fluency': 10.0}",ru
sample-0604,phi-3-small-8k-instruct,claude-3-opus-20240229,0.0,1.0,"{'adherence': 3.5, 'helpfulness': 5.0, 'factuality': 5.0, 'completeness': 6.0, 'clarity': 6.0, 'fluency': 6.0}","{'adherence': 8.5, 'helpfulness': 8.5, 'factuality': 8.5, 'completeness': 8.5, 'clarity': 8.5, 'fluency': 8.5}",ru
sample-0605,gpt-4o-2024-05-13,gpt-3.5-turbo-0125,0.0,0.0,"{'adherence': 9.0, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 7.5, 'helpfulness': 6.0, 'factuality': 8.0, 'completeness': 5.0, 'clarity': 7.5, 'fluency': 7.5}",en
sample-0606,mixtral-8x7b-instruct-v0.1,claude-3-5-sonnet-20240620,0.0,1.0,"{'adherence': 5.0, 'helpfulness': 6.0, 'factuality': 5.0, 'completeness': 6.5, 'clarity': 6.5, 'fluency': 7.0}","{'adherence': 9.0, 'helpfulness': 8.5, 'factuality': 7.5, 'completeness': 9.0, 'clarity': 8.5, 'fluency': 8.5}",ko
sample-0607,phi-3-small-8k-instruct,gemini-1.5-pro-api-0514,0.5,1.0,"{'adherence': 6.0, 'helpfulness': 4.5, 'factuality': 6.0, 'completeness': 5.0, 'clarity': 6.5, 'fluency': 7.5}","{'adherence': 7.5, 'helpfulness': 7.0, 'factuality': 8.0, 'completeness': 7.5, 'clarity': 8.5, 'fluency': 8.5}",ja
sample-0608,phi-3-mini-4k-instruct-june-2024,gpt-3.5-turbo-0125,1.0,1.0,"{'adherence': 2.0, 'helpfulness': 1.0, 'factuality': 1.5, 'completeness': 2.5, 'clarity': 1.0, 'fluency': 1.0}","{'adherence': 9.5, 'helpfulness': 8.5, 'factuality': 10.0, 'completeness': 9.5, 'clarity': 9.5, 'fluency': 9.5}",vi
sample-0609,phi-3-small-8k-instruct,gemini-1.5-pro-api-0514,1.0,1.0,"{'adherence': 3.5, 'helpfulness': 1.5, 'factuality': 1.5, 'completeness': 2.5, 'clarity': 7.5, 'fluency': 7.0}","{'adherence': 10.0, 'helpfulness': 10.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 9.5, 'fluency': 9.5}",zh
sample-0610,llama-3-8b-instruct,gemma-2-2b-it,0.5,0.5,"{'adherence': 4.0, 'helpfulness': 3.0, 'factuality': 2.0, 'completeness': 5.0, 'clarity': 6.0, 'fluency': 7.0}","{'adherence': 5.0, 'helpfulness': 2.0, 'factuality': 2.0, 'completeness': 2.0, 'clarity': 6.0, 'fluency': 7.0}",zh
sample-0611,gpt-4o-2024-05-13,phi-3-small-8k-instruct,0.0,0.0,"{'adherence': 9.0, 'helpfulness': 9.0, 'factuality': 9.5, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 2.5, 'helpfulness': 2.0, 'factuality': 4.0, 'completeness': 1.5, 'clarity': 4.5, 'fluency': 4.5}",latin
sample-0612,mixtral-8x7b-instruct-v0.1,gemini-1.5-pro-api-0514,0.0,1.0,"{'adherence': 8.5, 'helpfulness': 7.5, 'factuality': 10.0, 'completeness': 7.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 9.0, 'helpfulness': 9.0, 'factuality': 10.0, 'completeness': 9.5, 'clarity': 9.0, 'fluency': 9.0}",en
sample-0613,gemini-1.5-pro-api-0514,mixtral-8x7b-instruct-v0.1,0.5,0.0,"{'adherence': 7.0, 'helpfulness': 7.5, 'factuality': 7.0, 'completeness': 6.5, 'clarity': 8.0, 'fluency': 8.0}","{'adherence': 5.0, 'helpfulness': 4.5, 'factuality': 4.5, 'completeness': 6.0, 'clarity': 4.0, 'fluency': 4.0}",en
sample-0614,gpt-4o-2024-05-13,gpt-3.5-turbo-0125,0.5,0.0,"{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 10.0, 'completeness': 9.5, 'clarity': 10.0, 'fluency': 10.0}","{'adherence': 9.0, 'helpfulness': 6.0, 'factuality': 8.5, 'completeness': 5.5, 'clarity': 8.0, 'fluency': 9.0}",en
sample-0615,gpt-3.5-turbo-0125,gpt-4o-2024-05-13,1.0,1.0,"{'adherence': 4.5, 'helpfulness': 4.0, 'factuality': 3.0, 'completeness': 5.0, 'clarity': 7.0, 'fluency': 7.5}","{'adherence': 4.5, 'helpfulness': 4.5, 'factuality': 3.5, 'completeness': 5.5, 'clarity': 7.5, 'fluency': 8.0}",fr
sample-0616,phi-3-small-8k-instruct,gpt-4o-2024-05-13,1.0,1.0,"{'adherence': 8.5, 'helpfulness': 3.0, 'factuality': 2.0, 'completeness': 6.0, 'clarity': 8.0, 'fluency': 8.0}","{'adherence': 9.5, 'helpfulness': 9.0, 'factuality': 9.5, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}",en
sample-0617,phi-3-mini-4k-instruct-june-2024,claude-3-5-sonnet-20240620,0.5,0.5,"{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 10.0, 'fluency': 10.0}","{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 10.0, 'fluency': 10.0}",unknown
sample-0618,gemini-1.5-pro-api-0514,phi-3-mini-4k-instruct-june-2024,0.5,1.0,"{'adherence': 7.5, 'helpfulness': 8.0, 'factuality': 9.5, 'completeness': 9.0, 'clarity': 7.5, 'fluency': 7.0}","{'adherence': 9.5, 'helpfulness': 9.0, 'factuality': 9.5, 'completeness': 9.5, 'clarity': 9.5, 'fluency': 9.5}",ja
sample-0619,claude-3-haiku-20240307,gpt-3.5-turbo-0125,0.5,0.0,"{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 10.0, 'fluency': 10.0}","{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 10.0, 'fluency': 10.0}",ru
sample-0620,llama-3-8b-instruct,mixtral-8x7b-instruct-v0.1,0.5,1.0,"{'adherence': 6.0, 'helpfulness': 4.5, 'factuality': 3.5, 'completeness': 6.0, 'clarity': 7.0, 'fluency': 8.0}","{'adherence': 6.0, 'helpfulness': 5.5, 'factuality': 4.0, 'completeness': 6.0, 'clarity': 7.0, 'fluency': 8.0}",en
sample-0621,claude-3-haiku-20240307,gemma-2-27b-it,0.5,1.0,"{'adherence': 7.5, 'helpfulness': 7.5, 'factuality': 9.0, 'completeness': 8.5, 'clarity': 7.5, 'fluency': 8.0}","{'adherence': 8.5, 'helpfulness': 7.5, 'factuality': 9.0, 'completeness': 8.5, 'clarity': 8.5, 'fluency': 8.5}",en
sample-0622,gpt-3.5-turbo-0125,phi-3-mini-4k-instruct-june-2024,0.5,0.5,"{'adherence': 4.5, 'helpfulness': 3.0, 'factuality': 3.0, 'completeness': 4.0, 'clarity': 8.0, 'fluency': 8.0}","{'adherence': 4.5, 'helpfulness': 3.0, 'factuality': 3.0, 'completeness': 4.0, 'clarity': 7.5, 'fluency': 7.5}",en
sample-0623,gemma-2-9b-it,phi-3-mini-4k-instruct-june-2024,0.0,0.5,"{'adherence': 9.0, 'helpfulness': 9.0, 'factuality': 10.0, 'completeness': 8.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 2.0, 'helpfulness': 2.0, 'factuality': 3.0, 'completeness': 4.0, 'clarity': 5.0, 'fluency': 6.0}",de
